account_id,month,mrr,expansion_flag,contraction_flag,renewal_risk_score
ACC-0042,2025-05-01,1082.42,1,0,0.098
ACC-0042,2025-06-01,1082.42,0,0,0.452
ACC-0042,2025-07-01,1082.42,0,0,0.593
ACC-0042,2025-08-01,1082.42,0,0,0.14
ACC-0042,2025-09-01,1082.42,0,1,0.22
ACC-0042,2025-10-01,1082.42,0,0,0.426
ACC-0042,2025-11-01,1082.42,0,0,0.14
ACC-0042,2025-12-01,1082.42,0,0,0.389
ACC-0042,2026-01-01,1082.42,0,0,0.14
ACC-0042,2026-02-01,1082.42,0,0,0.14
ACC-0042,2026-03-01,1082.42,1,0,0.34
ACC-0043,2025-01-01,36571.58,0,1,0.526
ACC-0043,2025-02-01,36571.58,0,0,0.547
ACC-0043,2025-03-01,36571.58,0,0,0.77
ACC-0043,2025-04-01,36571.58,1,0,0.175
ACC-0043,2025-05-01,36571.58,0,0,0.426
ACC-0043,2025-06-01,36571.58,0,0,0.14
ACC-0043,2025-07-01,36571.58,0,0,0.353
ACC-0043,2025-08-01,36571.58,1,0,0.253
ACC-0043,2025-09-01,36571.58,0,0,0.746
ACC-0043,2025-10-01,36571.58,0,0,0.878
ACC-0043,2025-11-01,36571.58,0,0,0.483
ACC-0043,2025-12-01,36571.58,0,0,0.285
ACC-0043,2026-01-01,36571.58,1,0,0.285
ACC-0043,2026-02-01,36571.58,1,0,0.333
ACC-0043,2026-03-01,36571.58,0,0,0.53
ACC-0044,2025-06-01,10367.83,0,0,0.258
ACC-0044,2025-07-01,10367.83,0,1,0.37
ACC-0044,2025-08-01,10367.83,0,0,0.215
ACC-0044,2025-09-01,10367.83,0,0,0.457
ACC-0044,2025-10-01,10367.83,1,0,0.266
ACC-0044,2025-11-01,10367.83,0,0,0.206
ACC-0044,2025-12-01,10367.83,0,0,0.286
ACC-0044,2026-01-01,10367.83,0,0,0.476
ACC-0044,2026-02-01,10367.83,0,0,0.278
ACC-0044,2026-03-01,10367.83,0,0,0.32
ACC-0045,2025-08-01,3491.67,0,0,0.48
ACC-0045,2025-09-01,3491.67,0,0,0.734
ACC-0045,2025-10-01,3491.67,0,0,0.177
ACC-0045,2025-11-01,3491.67,0,0,0.158
ACC-0045,2025-12-01,3491.67,0,0,0.14
ACC-0045,2026-01-01,3491.67,0,0,0.28
ACC-0045,2026-02-01,3491.67,0,0,0.24
ACC-0045,2026-03-01,3491.67,0,0,0.14
ACC-0046,2025-05-01,2691.33,0,0,0.14
ACC-0046,2025-06-01,2691.33,0,0,0.365
ACC-0046,2025-07-01,2691.33,0,0,0.49
ACC-0046,2025-08-01,2691.33,0,0,0.146
ACC-0046,2025-09-01,2691.33,0,1,0.524
ACC-0046,2025-10-01,2691.33,0,0,0.281
ACC-0046,2025-11-01,2691.33,0,0,0.4
ACC-0046,2025-12-01,2691.33,0,0,0.496
ACC-0046,2026-01-01,2691.33,0,0,0.335
ACC-0046,2026-02-01,2691.33,0,0,0.55
ACC-0046,2026-03-01,2691.33,0,0,0.283
ACC-0047,2025-05-01,13994.67,0,0,0.14
ACC-0047,2025-06-01,13994.67,0,0,0.883
ACC-0047,2025-07-01,13994.67,0,0,0.644
ACC-0047,2025-08-01,13994.67,0,0,0.14
ACC-0047,2025-09-01,13994.67,0,0,0.48
ACC-0047,2025-10-01,13994.67,0,0,0.485
ACC-0047,2025-11-01,13994.67,1,0,0.525
ACC-0047,2025-12-01,13994.67,1,0,0.242
ACC-0047,2026-01-01,13994.67,0,0,0.14
ACC-0047,2026-02-01,13994.67,1,0,0.169
ACC-0047,2026-03-01,13994.67,0,0,0.14
ACC-0048,2025-09-01,764.5,0,0,0.314
ACC-0048,2025-10-01,764.5,0,0,0.31
ACC-0048,2025-11-01,764.5,0,0,0.272
ACC-0048,2025-12-01,764.5,1,0,0.109
ACC-0048,2026-01-01,764.5,0,0,0.473
ACC-0048,2026-02-01,764.5,0,0,0.283
ACC-0048,2026-03-01,764.5,0,0,0.196
ACC-0049,2025-05-01,2943.08,0,0,0.493
ACC-0049,2025-06-01,2943.08,0,0,0.16
ACC-0049,2025-07-01,2943.08,0,0,0.14
ACC-0049,2025-08-01,2943.08,0,0,0.177
ACC-0049,2025-09-01,2943.08,0,1,0.22
ACC-0049,2025-10-01,2943.08,0,1,0.736
ACC-0049,2025-11-01,2943.08,0,0,0.393
ACC-0049,2025-12-01,2943.08,0,0,0.4
ACC-0049,2026-01-01,2943.08,0,0,0.404
ACC-0049,2026-02-01,2943.08,1,0,0.396
ACC-0049,2026-03-01,2943.08,0,0,0.508
ACC-0050,2025-01-01,10629.83,0,0,0.14
ACC-0050,2025-02-01,10629.83,0,0,0.14
ACC-0050,2025-03-01,10629.83,0,0,0.14
ACC-0050,2025-04-01,10629.83,1,0,0.09
ACC-0050,2025-05-01,10629.83,0,0,0.14
ACC-0050,2025-06-01,10629.83,1,0,0.143
ACC-0050,2025-07-01,10629.83,0,0,0.295
ACC-0050,2025-08-01,10629.83,0,0,0.238
ACC-0050,2025-09-01,10629.83,0,0,0.487
ACC-0050,2025-10-01,10629.83,0,0,0.38
ACC-0050,2025-11-01,10629.83,0,0,0.718
ACC-0050,2025-12-01,10629.83,0,0,0.271
ACC-0050,2026-01-01,10629.83,1,0,0.09
ACC-0050,2026-02-01,10629.83,1,0,0.393
ACC-0050,2026-03-01,10629.83,0,0,0.14
ACC-0051,2025-01-01,3686.75,0,0,0.309
ACC-0051,2025-02-01,3686.75,0,0,0.338
ACC-0051,2025-03-01,3686.75,0,0,0.314
ACC-0051,2025-04-01,3686.75,0,1,0.269
ACC-0051,2025-05-01,3686.75,1,0,0.445
ACC-0051,2025-06-01,3686.75,0,0,0.229
ACC-0051,2025-07-01,3686.75,0,0,0.275
ACC-0051,2025-08-01,3686.75,0,0,0.155
ACC-0051,2025-09-01,3686.75,0,0,0.38
ACC-0051,2025-10-01,3686.75,0,0,0.402
ACC-0051,2025-11-01,3686.75,0,0,0.499
ACC-0051,2025-12-01,3686.75,0,0,0.569
ACC-0051,2026-01-01,3686.75,0,0,0.145
ACC-0051,2026-02-01,3686.75,0,1,0.22
ACC-0051,2026-03-01,3686.75,0,0,0.307
ACC-0052,2025-05-01,2799.25,0,0,0.452
ACC-0052,2025-06-01,2799.25,0,0,0.233
ACC-0052,2025-07-01,2799.25,0,0,0.211
ACC-0052,2025-08-01,2799.25,0,0,0.14
ACC-0052,2025-09-01,2799.25,0,0,0.337
ACC-0052,2025-10-01,2799.25,0,0,0.204
ACC-0052,2025-11-01,2799.25,0,0,0.97
ACC-0052,2025-12-01,2799.25,0,1,0.3
ACC-0052,2026-01-01,2799.25,0,0,0.253
ACC-0052,2026-02-01,2799.25,1,0,0.09
ACC-0052,2026-03-01,2799.25,0,1,0.48
ACC-0053,2025-01-01,1463.83,0,0,0.389
ACC-0053,2025-02-01,1463.83,0,0,0.32
ACC-0053,2025-03-01,1463.83,1,0,0.09
ACC-0053,2025-04-01,1463.83,0,0,0.498
ACC-0053,2025-05-01,1463.83,0,0,0.62
ACC-0053,2025-06-01,1463.83,0,0,0.562
ACC-0053,2025-07-01,1463.83,0,1,0.4
ACC-0053,2025-08-01,1463.83,0,0,0.248
ACC-0053,2025-09-01,1463.83,0,0,0.468
ACC-0053,2025-10-01,1463.83,0,0,0.219
ACC-0053,2025-11-01,1463.83,0,0,0.346
ACC-0053,2025-12-01,1463.83,0,0,0.552
ACC-0053,2026-01-01,1463.83,0,0,0.19
ACC-0053,2026-02-01,1463.83,0,0,0.485
ACC-0053,2026-03-01,1463.83,0,0,0.471
ACC-0054,2025-01-01,1587.25,0,0,0.14
ACC-0054,2025-02-01,1587.25,0,0,0.14
ACC-0054,2025-03-01,1587.25,0,0,0.225
ACC-0054,2025-04-01,1587.25,1,0,0.09
ACC-0054,2025-05-01,1587.25,0,0,0.315
ACC-0054,2025-06-01,1587.25,0,0,0.163
ACC-0054,2025-07-01,1587.25,1,0,0.176
ACC-0054,2025-08-01,1587.25,0,1,0.22
ACC-0054,2025-09-01,1587.25,0,0,0.384
ACC-0054,2025-10-01,1587.25,0,0,0.292
ACC-0054,2025-11-01,1587.25,1,0,0.305
ACC-0054,2025-12-01,1587.25,0,0,0.329
ACC-0054,2026-01-01,1587.25,0,0,0.5
ACC-0054,2026-02-01,1587.25,0,0,0.233
ACC-0054,2026-03-01,1587.25,0,0,0.284
ACC-0055,2025-01-01,11089.83,0,0,0.176
ACC-0055,2025-02-01,11089.83,0,0,0.265
ACC-0055,2025-03-01,11089.83,1,0,0.255
ACC-0055,2025-04-01,11089.83,0,0,0.515
ACC-0055,2025-05-01,11089.83,0,0,0.14
ACC-0055,2025-06-01,11089.83,0,1,0.28
ACC-0055,2025-07-01,11089.83,0,0,0.14
ACC-0055,2025-08-01,11089.83,0,0,0.225
ACC-0055,2025-09-01,11089.83,1,0,0.09
ACC-0055,2025-10-01,11089.83,1,0,0.09
ACC-0055,2025-11-01,11089.83,1,0,0.09
ACC-0055,2025-12-01,11089.83,0,0,0.175
ACC-0055,2026-01-01,11089.83,0,0,0.184
ACC-0055,2026-02-01,11089.83,0,0,0.385
ACC-0055,2026-03-01,11089.83,0,0,0.235
ACC-0056,2025-12-01,3390.25,0,0,0.283
ACC-0056,2026-01-01,3390.25,0,0,0.223
ACC-0056,2026-02-01,3390.25,0,0,0.14
ACC-0056,2026-03-01,3390.25,0,0,0.14
ACC-0057,2025-10-01,811.5,0,0,0.54
ACC-0057,2025-11-01,811.5,0,0,0.197
ACC-0057,2025-12-01,811.5,0,1,0.473
ACC-0057,2026-01-01,811.5,0,0,0.14
ACC-0057,2026-02-01,811.5,0,0,0.358
ACC-0057,2026-03-01,811.5,0,0,0.299
ACC-0058,2025-10-01,13055.67,0,0,0.613
ACC-0058,2025-11-01,13055.67,0,0,0.14
ACC-0058,2025-12-01,13055.67,0,0,0.368
ACC-0058,2026-01-01,13055.67,0,0,0.175
ACC-0058,2026-02-01,13055.67,1,0,0.09
ACC-0058,2026-03-01,13055.67,0,0,0.903
ACC-0059,2025-01-01,49744.67,0,0,0.373
ACC-0059,2025-02-01,49744.67,0,0,0.518
ACC-0059,2025-03-01,49744.67,0,0,0.14
ACC-0059,2025-04-01,49744.67,0,0,0.24
ACC-0059,2025-05-01,49744.67,1,0,0.09
ACC-0059,2025-06-01,49744.67,0,0,0.14
ACC-0059,2025-07-01,49744.67,0,0,0.333
ACC-0059,2025-08-01,49744.67,0,0,0.172
ACC-0059,2025-09-01,49744.67,0,0,0.258
ACC-0059,2025-10-01,49744.67,0,0,0.67
ACC-0059,2025-11-01,49744.67,0,0,0.408
ACC-0059,2025-12-01,49744.67,0,0,0.475
ACC-0059,2026-01-01,49744.67,0,0,0.376
ACC-0059,2026-02-01,49744.67,0,0,0.14
ACC-0059,2026-03-01,49744.67,0,0,0.14
ACC-0060,2025-01-01,1101.83,0,0,0.235
ACC-0060,2025-02-01,1101.83,0,1,0.22
ACC-0060,2025-03-01,1101.83,0,0,0.558
ACC-0060,2025-04-01,1101.83,0,0,0.276
ACC-0060,2025-05-01,1101.83,1,0,0.298
ACC-0060,2025-06-01,1101.83,0,0,0.42
ACC-0060,2025-07-01,1101.83,0,0,0.14
ACC-0060,2025-08-01,1101.83,0,0,0.14
ACC-0060,2025-09-01,1101.83,0,0,0.14
ACC-0060,2025-10-01,1101.83,0,0,0.366
ACC-0060,2025-11-01,1101.83,1,0,0.09
ACC-0060,2025-12-01,1101.83,0,0,0.89
ACC-0060,2026-01-01,1101.83,0,1,0.735
ACC-0060,2026-02-01,1101.83,0,0,0.27
ACC-0060,2026-03-01,1101.83,0,0,0.271
ACC-0061,2025-01-01,1826.42,0,0,0.247
ACC-0061,2025-02-01,1826.42,1,0,0.28
ACC-0061,2025-03-01,1826.42,0,0,0.463
ACC-0061,2025-04-01,1826.42,0,0,0.14
ACC-0061,2025-05-01,1826.42,0,0,0.258
ACC-0061,2025-06-01,1826.42,0,0,0.24
ACC-0061,2025-07-01,1826.42,0,0,0.145
ACC-0061,2025-08-01,1826.42,0,0,0.423
ACC-0061,2025-09-01,1826.42,0,0,0.205
ACC-0061,2025-10-01,1826.42,0,0,0.14
ACC-0061,2025-11-01,1826.42,0,0,0.341
ACC-0061,2025-12-01,1826.42,0,0,0.14
ACC-0061,2026-01-01,1826.42,0,0,0.471
ACC-0061,2026-02-01,1826.42,0,0,0.14
ACC-0061,2026-03-01,1826.42,0,0,0.14
ACC-0062,2025-01-01,25478.33,0,0,0.14
ACC-0062,2025-02-01,25478.33,0,0,0.457
ACC-0062,2025-03-01,25478.33,0,0,0.14
ACC-0062,2025-04-01,25478.33,0,0,0.52
ACC-0062,2025-05-01,25478.33,0,0,0.143
ACC-0062,2025-06-01,25478.33,0,0,0.39
ACC-0062,2025-07-01,25478.33,0,1,0.395
ACC-0062,2025-08-01,25478.33,0,0,0.14
ACC-0062,2025-09-01,25478.33,0,0,0.97
ACC-0062,2025-10-01,25478.33,0,0,0.203
ACC-0062,2025-11-01,25478.33,0,0,0.32
ACC-0062,2025-12-01,25478.33,0,0,0.255
ACC-0062,2026-01-01,25478.33,0,0,0.14
ACC-0062,2026-02-01,25478.33,0,0,0.22
ACC-0062,2026-03-01,25478.33,0,0,0.643
ACC-0063,2025-06-01,44211.67,0,0,0.14
ACC-0063,2025-07-01,44211.67,0,0,0.344
ACC-0063,2025-08-01,44211.67,0,0,0.14
ACC-0063,2025-09-01,44211.67,0,0,0.908
ACC-0063,2025-10-01,44211.67,0,0,0.683
ACC-0063,2025-11-01,44211.67,0,0,0.828
ACC-0063,2025-12-01,44211.67,0,0,0.14
ACC-0063,2026-01-01,44211.67,0,0,0.14
ACC-0063,2026-02-01,44211.67,0,0,0.175
ACC-0063,2026-03-01,44211.67,0,0,0.484
ACC-0064,2025-10-01,49588.17,0,0,0.14
ACC-0064,2025-11-01,49588.17,0,0,0.715
ACC-0064,2025-12-01,49588.17,0,0,0.328
ACC-0064,2026-01-01,49588.17,0,0,0.375
ACC-0064,2026-02-01,49588.17,0,0,0.14
ACC-0064,2026-03-01,49588.17,0,1,0.908
ACC-0065,2025-01-01,915.75,0,0,0.574
ACC-0065,2025-02-01,915.75,0,0,0.418
ACC-0065,2025-03-01,915.75,0,0,0.264
ACC-0065,2025-04-01,915.75,0,0,0.43
ACC-0065,2025-05-01,915.75,0,1,0.624
ACC-0065,2025-06-01,915.75,0,0,0.18
ACC-0065,2025-07-01,915.75,0,0,0.252
ACC-0065,2025-08-01,915.75,0,0,0.297
ACC-0065,2025-09-01,915.75,1,0,0.09
ACC-0065,2025-10-01,915.75,0,0,0.32
ACC-0065,2025-11-01,915.75,0,0,0.14
ACC-0065,2025-12-01,915.75,0,0,0.14
ACC-0065,2026-01-01,915.75,1,0,0.175
ACC-0065,2026-02-01,915.75,0,1,0.519
ACC-0065,2026-03-01,915.75,0,0,0.463
ACC-0066,2025-01-01,2002.58,0,0,0.231
ACC-0066,2025-02-01,2002.58,0,1,0.802
ACC-0066,2025-03-01,2002.58,0,0,0.345
ACC-0066,2025-04-01,2002.58,0,0,0.364
ACC-0066,2025-05-01,2002.58,0,0,0.31
ACC-0066,2025-06-01,2002.58,0,0,0.14
ACC-0066,2025-07-01,2002.58,0,0,0.14
ACC-0066,2025-08-01,2002.58,0,0,0.14
ACC-0066,2025-09-01,2002.58,0,0,0.821
ACC-0066,2025-10-01,2002.58,0,0,0.14
ACC-0066,2025-11-01,2002.58,0,0,0.34
ACC-0066,2025-12-01,2002.58,0,0,0.348
ACC-0066,2026-01-01,2002.58,0,0,0.201
ACC-0066,2026-02-01,2002.58,0,0,0.15
ACC-0066,2026-03-01,2002.58,0,0,0.586
ACC-0067,2025-08-01,36487.75,0,0,0.243
ACC-0067,2025-09-01,36487.75,0,0,0.283
ACC-0067,2025-10-01,36487.75,0,0,0.63
ACC-0067,2025-11-01,36487.75,1,0,0.09
ACC-0067,2025-12-01,36487.75,0,0,0.394
ACC-0067,2026-01-01,36487.75,0,1,0.752
ACC-0067,2026-02-01,36487.75,1,0,0.361
ACC-0067,2026-03-01,36487.75,0,0,0.14
ACC-0068,2025-03-01,1976.92,0,0,0.177
ACC-0068,2025-04-01,1976.92,0,0,0.466
ACC-0068,2025-05-01,1976.92,0,0,0.14
ACC-0068,2025-06-01,1976.92,0,0,0.195
ACC-0068,2025-07-01,1976.92,0,0,0.14
ACC-0068,2025-08-01,1976.92,0,0,0.585
ACC-0068,2025-09-01,1976.92,0,0,0.165
ACC-0068,2025-10-01,1976.92,0,0,0.418
ACC-0068,2025-11-01,1976.92,0,0,0.328
ACC-0068,2025-12-01,1976.92,0,0,0.57
ACC-0068,2026-01-01,1976.92,0,0,0.372
ACC-0068,2026-02-01,1976.92,0,0,0.593
ACC-0068,2026-03-01,1976.92,0,0,0.352
ACC-0069,2025-01-01,5143.5,0,0,0.409
ACC-0069,2025-02-01,5143.5,0,0,0.16
ACC-0069,2025-03-01,5143.5,0,0,0.14
ACC-0069,2025-04-01,5143.5,0,0,0.571
ACC-0069,2025-05-01,5143.5,0,0,0.36
ACC-0069,2025-06-01,5143.5,0,0,0.258
ACC-0069,2025-07-01,5143.5,0,0,0.884
ACC-0069,2025-08-01,5143.5,0,0,0.324
ACC-0069,2025-09-01,5143.5,0,0,0.471
ACC-0069,2025-10-01,5143.5,0,0,0.341
ACC-0069,2025-11-01,5143.5,0,0,0.24
ACC-0069,2025-12-01,5143.5,0,0,0.161
ACC-0069,2026-01-01,5143.5,0,0,0.14
ACC-0069,2026-02-01,5143.5,0,0,0.97
ACC-0069,2026-03-01,5143.5,0,0,0.14
ACC-0070,2025-03-01,851.92,0,0,0.598
ACC-0070,2025-04-01,851.92,0,0,0.15
ACC-0070,2025-05-01,851.92,0,0,0.155
ACC-0070,2025-06-01,851.92,0,0,0.14
ACC-0070,2025-07-01,851.92,0,0,0.388
ACC-0070,2025-08-01,851.92,0,0,0.14
ACC-0070,2025-09-01,851.92,0,0,0.365
ACC-0070,2025-10-01,851.92,0,0,0.41
ACC-0070,2025-11-01,851.92,0,0,0.14
ACC-0070,2025-12-01,851.92,0,0,0.14
ACC-0070,2026-01-01,851.92,0,0,0.314
ACC-0070,2026-02-01,851.92,0,0,0.199
ACC-0070,2026-03-01,851.92,0,0,0.55
ACC-0071,2025-07-01,2721.75,0,0,0.417
ACC-0071,2025-08-01,2721.75,0,0,0.14
ACC-0071,2025-09-01,2721.75,0,0,0.97
ACC-0071,2025-10-01,2721.75,0,0,0.39
ACC-0071,2025-11-01,2721.75,0,0,0.224
ACC-0071,2025-12-01,2721.75,0,0,0.32
ACC-0071,2026-01-01,2721.75,0,0,0.245
ACC-0071,2026-02-01,2721.75,0,0,0.14
ACC-0071,2026-03-01,2721.75,0,0,0.813
ACC-0072,2025-01-01,3300.67,0,0,0.467
ACC-0072,2025-02-01,3300.67,0,0,0.14
ACC-0072,2025-03-01,3300.67,0,0,0.463
ACC-0072,2025-04-01,3300.67,0,1,0.682
ACC-0072,2025-05-01,3300.67,0,0,0.188
ACC-0072,2025-06-01,3300.67,0,0,0.305
ACC-0072,2025-07-01,3300.67,0,0,0.27
ACC-0072,2025-08-01,3300.67,0,0,0.307
ACC-0072,2025-09-01,3300.67,0,0,0.159
ACC-0072,2025-10-01,3300.67,0,0,0.15
ACC-0072,2025-11-01,3300.67,0,0,0.348
ACC-0072,2025-12-01,3300.67,0,0,0.416
ACC-0072,2026-01-01,3300.67,0,0,0.451
ACC-0072,2026-02-01,3300.67,0,0,0.14
ACC-0072,2026-03-01,3300.67,0,0,0.151
ACC-0073,2025-01-01,13343.75,0,0,0.387
ACC-0073,2025-02-01,13343.75,0,0,0.341
ACC-0073,2025-03-01,13343.75,0,0,0.163
ACC-0073,2025-04-01,13343.75,0,0,0.3
ACC-0073,2025-05-01,13343.75,0,0,0.34
ACC-0073,2025-06-01,13343.75,0,0,0.371
ACC-0073,2025-07-01,13343.75,0,0,0.411
ACC-0073,2025-08-01,13343.75,0,1,0.42
ACC-0073,2025-09-01,13343.75,0,1,0.542
ACC-0073,2025-10-01,13343.75,0,0,0.397
ACC-0073,2025-11-01,13343.75,0,0,0.313
ACC-0073,2025-12-01,13343.75,0,0,0.19
ACC-0073,2026-01-01,13343.75,0,0,0.362
ACC-0073,2026-02-01,13343.75,0,0,0.548
ACC-0073,2026-03-01,13343.75,0,0,0.688
ACC-0074,2025-01-01,18816.5,0,0,0.14
ACC-0074,2025-02-01,18816.5,0,0,0.253
ACC-0074,2025-03-01,18816.5,0,0,0.368
ACC-0074,2025-04-01,18816.5,0,0,0.14
ACC-0074,2025-05-01,18816.5,0,0,0.95
ACC-0074,2025-06-01,18816.5,0,0,0.14
ACC-0074,2025-07-01,18816.5,0,0,0.14
ACC-0074,2025-08-01,18816.5,0,0,0.191
ACC-0074,2025-09-01,18816.5,0,0,0.738
ACC-0074,2025-10-01,18816.5,0,0,0.323
ACC-0074,2025-11-01,18816.5,0,0,0.14
ACC-0074,2025-12-01,18816.5,0,0,0.14
ACC-0074,2026-01-01,18816.5,0,0,0.36
ACC-0074,2026-02-01,18816.5,0,0,0.14
ACC-0074,2026-03-01,18816.5,0,0,0.273
ACC-0075,2025-06-01,3742.33,0,0,0.352
ACC-0075,2025-07-01,3742.33,0,0,0.42
ACC-0075,2025-08-01,3742.33,0,0,0.25
ACC-0075,2025-09-01,3742.33,0,0,0.14
ACC-0075,2025-10-01,3742.33,0,0,0.478
ACC-0075,2025-11-01,3742.33,0,0,0.557
ACC-0075,2025-12-01,3742.33,0,1,0.428
ACC-0075,2026-01-01,3742.33,0,0,0.14
ACC-0075,2026-02-01,3742.33,0,0,0.337
ACC-0075,2026-03-01,3742.33,0,0,0.334
ACC-0076,2025-01-01,1222.92,0,0,0.306
ACC-0076,2025-02-01,1222.92,1,0,0.099
ACC-0076,2025-03-01,1222.92,0,0,0.39
ACC-0076,2025-04-01,1222.92,0,0,0.14
ACC-0076,2025-05-01,1222.92,0,0,0.307
ACC-0076,2025-06-01,1222.92,0,0,0.468
ACC-0076,2025-07-01,1222.92,0,0,0.307
ACC-0076,2025-08-01,1222.92,0,0,0.268
ACC-0076,2025-09-01,1222.92,0,0,0.213
ACC-0076,2025-10-01,1222.92,0,0,0.14
ACC-0076,2025-11-01,1222.92,0,0,0.425
ACC-0076,2025-12-01,1222.92,0,0,0.14
ACC-0076,2026-01-01,1222.92,0,0,0.241
ACC-0076,2026-02-01,1222.92,0,1,0.22
ACC-0076,2026-03-01,1222.92,0,0,0.405
ACC-0077,2025-11-01,6951.08,0,0,0.564
ACC-0077,2025-12-01,6951.08,0,0,0.517
ACC-0077,2026-01-01,6951.08,0,0,0.14
ACC-0077,2026-02-01,6951.08,0,0,0.14
ACC-0077,2026-03-01,6951.08,0,0,0.314
ACC-0078,2025-01-01,7118.0,0,0,0.239
ACC-0078,2025-02-01,7118.0,0,0,0.14
ACC-0078,2025-03-01,7118.0,0,0,0.463
ACC-0078,2025-04-01,7118.0,0,0,0.18
ACC-0078,2025-05-01,7118.0,0,0,0.14
ACC-0078,2025-06-01,7118.0,0,0,0.429
ACC-0078,2025-07-01,7118.0,0,0,0.162
ACC-0078,2025-08-01,7118.0,0,0,0.28
ACC-0078,2025-09-01,7118.0,0,0,0.32
ACC-0078,2025-10-01,7118.0,0,0,0.225
ACC-0078,2025-11-01,7118.0,0,1,0.76
ACC-0078,2025-12-01,7118.0,0,1,0.6
ACC-0078,2026-01-01,7118.0,0,0,0.288
ACC-0078,2026-02-01,7118.0,0,0,0.363
ACC-0078,2026-03-01,7118.0,0,0,0.14
ACC-0079,2025-01-01,8681.83,0,0,0.199
ACC-0079,2025-02-01,8681.83,0,0,0.14
ACC-0079,2025-03-01,8681.83,0,0,0.14
ACC-0079,2025-04-01,8681.83,1,0,0.09
ACC-0079,2025-05-01,8681.83,0,0,0.35
ACC-0079,2025-06-01,8681.83,1,0,0.09
ACC-0079,2025-07-01,8681.83,0,0,0.14
ACC-0079,2025-08-01,8681.83,0,0,0.483
ACC-0079,2025-09-01,8681.83,0,0,0.246
ACC-0079,2025-10-01,8681.83,0,0,0.14
ACC-0079,2025-11-01,8681.83,0,0,0.14
ACC-0079,2025-12-01,8681.83,0,0,0.14
ACC-0079,2026-01-01,8681.83,0,0,0.143
ACC-0079,2026-02-01,8681.83,0,0,0.14
ACC-0079,2026-03-01,8681.83,0,0,0.14
ACC-0080,2025-05-01,905.92,0,0,0.28
ACC-0080,2025-06-01,905.92,0,0,0.263
ACC-0080,2025-07-01,905.92,0,0,0.216
ACC-0080,2025-08-01,905.92,0,0,0.14
ACC-0080,2025-09-01,905.92,1,0,0.671
ACC-0080,2025-10-01,905.92,0,0,0.274
ACC-0080,2025-11-01,905.92,0,0,0.244
ACC-0080,2025-12-01,905.92,0,0,0.14
ACC-0080,2026-01-01,905.92,0,0,0.14
ACC-0080,2026-02-01,905.92,0,0,0.346
ACC-0080,2026-03-01,905.92,0,0,0.404
ACC-0081,2025-01-01,1362.5,0,1,0.418
ACC-0081,2025-02-01,1362.5,0,0,0.208
ACC-0081,2025-03-01,1362.5,0,0,0.203
ACC-0081,2025-04-01,1362.5,0,0,0.216
ACC-0081,2025-05-01,1362.5,0,0,0.495
ACC-0081,2025-06-01,1362.5,0,0,0.64
ACC-0081,2025-07-01,1362.5,0,0,0.32
ACC-0081,2025-08-01,1362.5,0,0,0.14
ACC-0081,2025-09-01,1362.5,1,0,0.541
ACC-0081,2025-10-01,1362.5,0,0,0.598
ACC-0081,2025-11-01,1362.5,0,0,0.233
ACC-0081,2025-12-01,1362.5,0,0,0.14
ACC-0081,2026-01-01,1362.5,0,0,0.34
ACC-0081,2026-02-01,1362.5,0,0,0.14
ACC-0081,2026-03-01,1362.5,0,0,0.475
ACC-0082,2025-01-01,2794.25,0,1,0.615
ACC-0082,2025-02-01,2794.25,0,0,0.449
ACC-0082,2025-03-01,2794.25,0,0,0.186
ACC-0082,2025-04-01,2794.25,0,0,0.145
ACC-0082,2025-05-01,2794.25,0,0,0.14
ACC-0082,2025-06-01,2794.25,0,0,0.14
ACC-0082,2025-07-01,2794.25,0,0,0.32
ACC-0082,2025-08-01,2794.25,0,0,0.25
ACC-0082,2025-09-01,2794.25,0,0,0.264
ACC-0082,2025-10-01,2794.25,0,0,0.235
ACC-0082,2025-11-01,2794.25,0,0,0.325
ACC-0082,2025-12-01,2794.25,0,1,0.652
ACC-0082,2026-01-01,2794.25,0,0,0.27
ACC-0082,2026-02-01,2794.25,0,0,0.34
ACC-0082,2026-03-01,2794.25,0,0,0.341
ACC-0083,2025-01-01,37867.5,1,0,0.09
ACC-0083,2025-02-01,37867.5,0,0,0.248
ACC-0083,2025-03-01,37867.5,1,0,0.09
ACC-0083,2025-04-01,37867.5,0,0,0.34
ACC-0083,2025-05-01,37867.5,1,0,0.09
ACC-0083,2025-06-01,37867.5,0,0,0.323
ACC-0083,2025-07-01,37867.5,0,0,0.328
ACC-0083,2025-08-01,37867.5,0,0,0.14
ACC-0083,2025-09-01,37867.5,0,0,0.403
ACC-0083,2025-10-01,37867.5,0,0,0.14
ACC-0083,2025-11-01,37867.5,0,0,0.607
ACC-0083,2025-12-01,37867.5,0,0,0.14
ACC-0083,2026-01-01,37867.5,0,0,0.364
ACC-0083,2026-02-01,37867.5,0,1,0.5
ACC-0083,2026-03-01,37867.5,0,0,0.14
ACC-0084,2025-06-01,2102.83,0,0,0.453
ACC-0084,2025-07-01,2102.83,0,0,0.203
ACC-0084,2025-08-01,2102.83,0,0,0.536
ACC-0084,2025-09-01,2102.83,1,0,0.09
ACC-0084,2025-10-01,2102.83,0,0,0.7
ACC-0084,2025-11-01,2102.83,0,0,0.328
ACC-0084,2025-12-01,2102.83,0,0,0.515
ACC-0084,2026-01-01,2102.83,0,0,0.277
