ticket_id,account_id,user_id,created_at,channel,issue_category,severity,priority,resolution_time_hours,escalated_flag,csat_score,refund_flag,churn_risk_flag,experiment_variant,ai_predicted_category,ai_detected_theme,ai_priority_score,ai_category_confidence
TKT-001740,ACC-0075,USR-00327,2025-06-24T14:00:00,chat,access,medium,medium,10.13,0,3.74,0,0,guided_onboarding,access,permission_setup,29.91,0.963
TKT-001741,ACC-0075,USR-00326,2025-06-05T11:00:00,chat,integration,high,high,29.68,0,2.28,0,1,guided_onboarding,integration,webhook_failure,54.48,0.865
TKT-001742,ACC-0075,USR-00326,2025-06-23T08:00:00,chat,performance,low,low,20.03,0,3.06,0,0,guided_onboarding,performance,report_refresh,27.87,0.929
TKT-001743,ACC-0075,USR-00327,2025-07-05T09:00:00,email,onboarding,medium,medium,15.61,1,3.55,0,0,guided_onboarding,onboarding,import_mapping,34.1,0.974
TKT-001744,ACC-0075,USR-00327,2025-07-18T18:00:00,email,feature_request,low,low,17.58,0,3.93,0,0,guided_onboarding,feature_request,advanced_permissions,23.01,0.762
TKT-001745,ACC-0075,USR-00326,2025-08-13T17:00:00,chat,feature_request,high,high,37.28,0,3.48,1,0,guided_onboarding,feature_request,audit_log,48.27,0.978
TKT-001746,ACC-0075,USR-00326,2025-08-08T11:00:00,web_form,billing,low,low,5.4,0,3.96,0,0,guided_onboarding,billing,invoice_confusion,20.32,0.973
TKT-001747,ACC-0075,USR-00326,2025-08-21T14:00:00,web_form,integration,critical,urgent,48.91,0,2.34,0,0,guided_onboarding,integration,identity_provisioning,59.99,0.795
TKT-001748,ACC-0075,USR-00327,2025-08-14T08:00:00,chat,integration,low,low,16.8,0,2.63,0,0,guided_onboarding,integration,slack_alerts,29.35,0.815
TKT-001749,ACC-0075,USR-00326,2025-08-09T15:00:00,web_form,billing,medium,medium,8.89,0,3.39,0,0,guided_onboarding,billing,invoice_confusion,31.4,0.968
TKT-001750,ACC-0075,USR-00326,2025-10-27T10:00:00,chat,access,medium,medium,4.81,1,3.05,0,0,guided_onboarding,access,mfa_lockout,34.35,0.973
TKT-001751,ACC-0075,USR-00327,2025-11-11T17:00:00,email,billing,low,low,8.47,1,2.74,0,0,guided_onboarding,billing,invoice_confusion,29.16,0.966
TKT-001752,ACC-0075,USR-00326,2025-11-04T14:00:00,chat,billing,high,high,9.29,0,3.04,0,1,guided_onboarding,billing,invoice_confusion,46.44,0.973
TKT-001753,ACC-0075,USR-00326,2025-12-18T12:00:00,chat,billing,low,low,7.64,0,3.43,0,0,guided_onboarding,billing,seat_true_up,23.44,0.819
TKT-001754,ACC-0075,USR-00326,2025-12-13T18:00:00,web_form,onboarding,high,high,15.59,0,3.23,0,1,guided_onboarding,onboarding,import_mapping,46.8,0.986
TKT-001755,ACC-0075,USR-00326,2026-01-19T10:00:00,web_form,billing,high,high,10.15,0,3.78,0,0,guided_onboarding,billing,tax_setup,38.42,0.99
TKT-001756,ACC-0075,USR-00326,2026-01-19T12:00:00,phone,onboarding,medium,medium,9.43,0,3.8,0,0,guided_onboarding,onboarding,training_gap,29.46,0.992
TKT-001757,ACC-0075,USR-00327,2026-02-15T16:00:00,chat,bug,low,low,15.69,1,2.58,0,0,guided_onboarding,bug,notification_bug,31.47,0.952
TKT-001758,ACC-0075,USR-00327,2026-02-22T08:00:00,email,billing,high,high,10.57,0,3.21,0,0,guided_onboarding,billing,invoice_confusion,41.35,0.984
TKT-001759,ACC-0075,USR-00326,2026-02-17T12:00:00,email,account_management,high,high,21.28,0,3.45,0,0,guided_onboarding,account_management,billing_contact,42.38,0.944
TKT-001760,ACC-0075,USR-00326,2026-03-07T16:00:00,web_form,performance,medium,medium,19.06,0,1.84,0,0,guided_onboarding,performance,report_refresh,41.27,0.89
TKT-001761,ACC-0075,USR-00326,2026-03-11T13:00:00,chat,billing,low,low,6.81,0,3.81,0,0,guided_onboarding,billing,seat_true_up,21.37,0.866
TKT-001762,ACC-0075,USR-00327,2026-03-17T18:00:00,email,performance,medium,medium,24.33,0,2.82,0,0,guided_onboarding,performance,dashboard_latency,37.47,0.931
TKT-001763,ACC-0076,USR-00329,2025-01-03T10:00:00,chat,billing,medium,medium,7.54,1,3.35,0,0,control,billing,invoice_confusion,29.42,0.963
TKT-001764,ACC-0076,USR-00328,2025-01-06T17:00:00,email,onboarding,low,low,9.9,0,3.32,0,0,control,onboarding,workspace_configuration,20.46,0.982
TKT-001765,ACC-0076,USR-00328,2025-02-07T11:00:00,chat,access,medium,medium,8.8,0,3.27,0,0,control,access,mfa_lockout,27.98,0.916
TKT-001766,ACC-0076,USR-00328,2025-02-24T15:00:00,email,onboarding,medium,medium,14.18,0,3.86,0,0,control,onboarding,import_mapping,26.15,0.982
TKT-001767,ACC-0076,USR-00328,2025-03-26T08:00:00,web_form,feature_request,low,low,28.3,0,2.6,0,0,control,feature_request,advanced_permissions,27.9,0.976
TKT-001768,ACC-0076,USR-00328,2025-05-07T11:00:00,chat,feature_request,high,high,41.03,0,3.41,0,0,control,feature_request,audit_log,42.7,0.977
TKT-001769,ACC-0076,USR-00328,2025-05-15T08:00:00,chat,feature_request,low,low,25.44,0,2.93,0,1,control,feature_request,bulk_actions,30.15,0.97
TKT-001770,ACC-0076,USR-00328,2025-05-05T11:00:00,chat,integration,medium,medium,17.92,0,3.58,0,0,control,integration,webhook_failure,28.33,0.823
TKT-001771,ACC-0076,USR-00328,2025-06-01T09:00:00,chat,bug,medium,medium,16.44,0,3.01,0,0,control,bug,filter_logic,30.87,0.925
TKT-001772,ACC-0076,USR-00328,2025-07-06T09:00:00,web_form,bug,high,high,22.9,0,2.7,0,0,control,bug,notification_bug,42.47,0.97
TKT-001773,ACC-0076,USR-00329,2025-07-10T14:00:00,phone,bug,medium,medium,18.54,0,2.97,0,0,control,bug,report_export,31.51,0.955
TKT-001774,ACC-0076,USR-00328,2025-07-07T15:00:00,phone,access,high,high,12.15,0,3.13,0,0,control,access,mfa_lockout,38.08,0.979
TKT-001775,ACC-0076,USR-00328,2025-08-10T12:00:00,chat,onboarding,high,high,12.45,0,3.36,0,0,control,onboarding,import_mapping,36.99,0.982
TKT-001776,ACC-0076,USR-00328,2025-08-02T10:00:00,email,billing,low,low,7.4,0,3.36,0,0,control,billing,tax_setup,19.74,0.972
TKT-001777,ACC-0076,USR-00328,2025-08-26T12:00:00,chat,integration,high,high,37.04,0,2.55,0,0,control,integration,identity_provisioning,46.17,0.647
TKT-001778,ACC-0076,USR-00329,2025-09-01T13:00:00,chat,feature_request,high,high,34.39,1,2.91,0,0,control,feature_request,audit_log,45.91,0.982
TKT-001779,ACC-0076,USR-00329,2025-09-05T15:00:00,phone,account_management,critical,urgent,21.18,0,3.99,0,0,control,account_management,user_deactivation,41.96,0.907
TKT-001780,ACC-0076,USR-00328,2025-09-24T12:00:00,web_form,onboarding,high,high,20.29,0,3.6,0,0,control,onboarding,workspace_configuration,37.43,0.964
TKT-001781,ACC-0076,USR-00328,2025-09-08T09:00:00,chat,access,high,high,9.35,0,3.53,0,0,control,access,sso_role_mapping,35.5,0.977
TKT-001782,ACC-0076,USR-00328,2025-11-12T13:00:00,chat,performance,medium,medium,18.89,0,2.46,0,0,control,bug,report_export,34.14,0.789
TKT-001783,ACC-0076,USR-00328,2026-01-27T16:00:00,email,bug,medium,medium,22.84,0,2.56,0,0,control,bug,report_export,34.46,0.957
TKT-001784,ACC-0076,USR-00329,2026-01-20T14:00:00,phone,account_management,low,low,8.76,0,3.83,0,0,control,account_management,user_deactivation,17.68,0.878
TKT-001785,ACC-0076,USR-00329,2026-02-24T15:00:00,email,onboarding,low,low,9.64,0,3.58,0,0,control,onboarding,workspace_configuration,19.11,0.973
TKT-001786,ACC-0076,USR-00328,2026-02-09T18:00:00,web_form,account_management,high,high,14.12,0,4.18,0,0,control,account_management,billing_contact,33.24,0.711
TKT-001787,ACC-0076,USR-00329,2026-03-25T11:00:00,email,account_management,high,high,15.87,0,3.68,0,0,control,account_management,renewal_changes,36.11,0.943
TKT-001788,ACC-0076,USR-00329,2026-03-25T13:00:00,chat,feature_request,medium,medium,22.09,0,2.52,0,1,control,feature_request,advanced_permissions,39.0,0.964
TKT-001789,ACC-0077,USR-00331,2025-11-16T11:00:00,email,bug,medium,medium,20.68,0,2.8,0,0,guided_onboarding,bug,notification_bug,42.41,0.834
TKT-001790,ACC-0077,USR-00332,2025-11-02T08:00:00,web_form,performance,high,high,22.46,1,1.81,0,0,guided_onboarding,performance,report_refresh,58.53,0.958
TKT-001791,ACC-0077,USR-00332,2025-12-14T14:00:00,email,onboarding,high,high,10.22,0,3.52,0,1,guided_onboarding,onboarding,training_gap,49.83,0.942
TKT-001792,ACC-0077,USR-00330,2025-12-04T08:00:00,web_form,performance,high,high,36.51,0,2.48,0,0,guided_onboarding,performance,report_refresh,56.01,0.948
TKT-001793,ACC-0077,USR-00331,2025-12-24T13:00:00,chat,account_management,medium,medium,14.22,0,2.52,0,1,guided_onboarding,account_management,billing_contact,46.96,0.672
TKT-001794,ACC-0077,USR-00331,2026-01-23T14:00:00,web_form,access,low,low,4.35,0,3.67,0,0,guided_onboarding,access,permission_setup,27.16,0.713
TKT-001795,ACC-0077,USR-00333,2026-02-10T08:00:00,email,access,high,high,8.07,0,3.89,0,0,guided_onboarding,access,mfa_lockout,43.03,0.981
TKT-001796,ACC-0077,USR-00330,2026-02-21T15:00:00,phone,feature_request,medium,medium,29.87,0,3.37,1,0,guided_onboarding,feature_request,advanced_permissions,44.17,0.965
TKT-001797,ACC-0077,USR-00332,2026-03-01T11:00:00,web_form,integration,high,high,24.34,0,2.19,0,0,guided_onboarding,performance,performance_other,54.92,0.715
TKT-001798,ACC-0077,USR-00333,2026-03-24T14:00:00,chat,access,high,high,9.47,0,3.62,0,0,guided_onboarding,access,password_reset,44.67,0.985
TKT-001799,ACC-0078,USR-00338,2025-01-23T08:00:00,web_form,access,high,high,8.56,0,3.72,0,0,guided_onboarding,access,mfa_lockout,43.98,0.975
TKT-001800,ACC-0078,USR-00340,2025-01-17T08:00:00,email,bug,low,low,16.77,0,2.69,1,0,guided_onboarding,bug,notification_bug,37.34,0.938
TKT-001801,ACC-0078,USR-00339,2025-03-04T17:00:00,email,integration,critical,urgent,33.7,0,2.31,0,0,guided_onboarding,integration,identity_provisioning,62.57,0.729
TKT-001802,ACC-0078,USR-00341,2025-04-04T12:00:00,web_form,billing,medium,medium,8.04,0,3.44,0,0,guided_onboarding,billing,invoice_confusion,36.58,0.965
TKT-001803,ACC-0078,USR-00336,2025-06-15T12:00:00,web_form,account_management,low,low,9.99,0,3.52,0,1,guided_onboarding,account_management,user_deactivation,33.58,0.803
TKT-001804,ACC-0078,USR-00335,2025-06-06T14:00:00,chat,bug,medium,medium,17.44,0,3.04,0,0,guided_onboarding,bug,notification_bug,40.53,0.973
TKT-001805,ACC-0078,USR-00338,2025-06-26T09:00:00,chat,performance,low,low,19.19,1,2.75,0,1,guided_onboarding,performance,dashboard_latency,41.45,0.967
TKT-001806,ACC-0078,USR-00337,2025-06-05T17:00:00,web_form,feature_request,high,high,33.47,0,3.5,0,0,guided_onboarding,feature_request,custom_dashboard,50.27,0.932
TKT-001807,ACC-0078,USR-00335,2025-07-02T10:00:00,phone,billing,medium,medium,11.12,0,3.79,0,0,guided_onboarding,billing,invoice_confusion,35.47,0.938
TKT-001808,ACC-0078,USR-00341,2025-07-13T16:00:00,chat,billing,medium,medium,8.24,0,3.21,1,0,guided_onboarding,billing,tax_setup,40.47,0.975
TKT-001809,ACC-0078,USR-00339,2025-07-19T18:00:00,web_form,onboarding,medium,medium,10.97,0,3.54,0,0,guided_onboarding,onboarding,import_mapping,36.69,0.985
TKT-001810,ACC-0078,USR-00340,2025-08-24T09:00:00,phone,billing,critical,urgent,15.34,0,3.04,0,0,guided_onboarding,billing,tax_setup,55.1,0.98
TKT-001811,ACC-0078,USR-00337,2025-09-19T13:00:00,email,onboarding,medium,medium,15.59,0,4.03,0,0,guided_onboarding,onboarding,training_gap,35.2,0.991
TKT-001812,ACC-0078,USR-00336,2025-10-22T13:00:00,chat,bug,critical,urgent,27.71,0,3.26,0,0,guided_onboarding,bug,notification_bug,56.57,0.955
TKT-001813,ACC-0078,USR-00335,2025-11-03T10:00:00,email,performance,medium,medium,25.34,1,2.24,0,0,guided_onboarding,performance,dashboard_latency,48.28,0.956
TKT-001814,ACC-0078,USR-00334,2025-12-13T10:00:00,web_form,bug,medium,medium,19.25,0,2.51,0,0,guided_onboarding,integration,integration_other,43.56,0.767
TKT-001815,ACC-0078,USR-00335,2025-12-08T08:00:00,web_form,integration,low,low,19.62,1,2.45,0,0,guided_onboarding,integration,slack_alerts,38.54,0.889
TKT-001816,ACC-0078,USR-00337,2026-01-16T12:00:00,web_form,performance,high,high,33.19,0,3.01,0,0,guided_onboarding,performance,dashboard_latency,52.66,0.905
TKT-001817,ACC-0078,USR-00336,2026-02-04T13:00:00,phone,integration,low,low,20.22,0,2.58,0,0,guided_onboarding,performance,performance_other,35.91,0.604
TKT-001818,ACC-0078,USR-00338,2026-02-16T11:00:00,chat,bug,high,high,24.83,0,2.84,1,0,guided_onboarding,bug,filter_logic,54.47,0.96
TKT-001819,ACC-0079,USR-00345,2025-01-12T08:00:00,chat,performance,high,high,36.58,0,2.51,0,0,guided_onboarding,performance,dashboard_latency,55.87,0.933
TKT-001820,ACC-0079,USR-00345,2025-01-22T14:00:00,email,access,medium,medium,9.63,0,4.22,0,0,guided_onboarding,access,permission_setup,33.01,0.982
TKT-001821,ACC-0079,USR-00349,2025-05-03T10:00:00,email,feature_request,low,low,23.61,1,3.56,0,0,guided_onboarding,feature_request,bulk_actions,33.82,0.927
TKT-001822,ACC-0079,USR-00343,2025-07-11T16:00:00,email,access,medium,medium,6.64,0,3.87,0,0,guided_onboarding,access,mfa_lockout,34.13,0.99
TKT-001823,ACC-0079,USR-00346,2025-07-11T08:00:00,email,feature_request,low,low,18.94,0,3.91,0,0,guided_onboarding,feature_request,custom_dashboard,29.0,0.836
TKT-001824,ACC-0079,USR-00342,2025-08-07T09:00:00,web_form,performance,critical,urgent,43.28,1,2.0,0,0,guided_onboarding,performance,dashboard_latency,68.22,0.954
TKT-001825,ACC-0079,USR-00346,2025-08-07T15:00:00,chat,account_management,high,high,17.74,0,3.26,0,0,guided_onboarding,account_management,billing_contact,48.2,0.945
TKT-001826,ACC-0079,USR-00346,2025-09-25T11:00:00,chat,performance,critical,urgent,46.35,0,2.64,0,0,guided_onboarding,integration,integration_other,63.56,0.529
TKT-001827,ACC-0079,USR-00344,2025-09-24T15:00:00,phone,access,high,high,11.08,0,3.71,0,0,guided_onboarding,access,permission_setup,44.56,0.936
TKT-001828,ACC-0079,USR-00346,2026-01-21T12:00:00,email,feature_request,high,high,36.58,0,3.59,0,0,guided_onboarding,feature_request,advanced_permissions,50.47,0.958
TKT-001829,ACC-0080,USR-00350,2025-05-03T13:00:00,email,onboarding,medium,medium,13.84,0,3.04,0,0,ai_triage,onboarding,setup_guidance,30.18,0.986
TKT-001830,ACC-0080,USR-00351,2025-06-24T12:00:00,chat,onboarding,medium,medium,11.76,0,3.77,0,0,ai_triage,onboarding,workspace_configuration,26.1,0.985
TKT-001831,ACC-0080,USR-00351,2025-06-22T10:00:00,email,feature_request,high,high,33.29,0,4.04,0,0,ai_triage,feature_request,bulk_actions,37.94,0.872
TKT-001832,ACC-0080,USR-00350,2025-06-10T09:00:00,email,bug,critical,urgent,26.6,1,2.42,0,0,ai_triage,bug,notification_bug,53.04,0.966
TKT-001833,ACC-0080,USR-00351,2025-06-18T17:00:00,chat,billing,high,high,8.95,0,3.01,0,0,ai_triage,billing,invoice_confusion,38.01,0.972
TKT-001834,ACC-0080,USR-00351,2025-07-18T09:00:00,web_form,billing,high,high,11.88,0,3.45,0,0,ai_triage,billing,tax_setup,36.42,0.965
TKT-001835,ACC-0080,USR-00350,2025-07-23T15:00:00,chat,access,medium,medium,6.25,1,3.08,0,0,ai_triage,access,mfa_lockout,30.5,0.884
TKT-001836,ACC-0080,USR-00350,2025-07-11T09:00:00,web_form,billing,medium,medium,9.61,0,3.56,0,0,ai_triage,billing,invoice_confusion,26.7,0.98
TKT-001837,ACC-0080,USR-00351,2025-07-03T09:00:00,email,billing,medium,medium,8.76,0,3.44,0,0,ai_triage,billing,invoice_confusion,27.13,0.774
TKT-001838,ACC-0080,USR-00350,2025-07-22T09:00:00,chat,onboarding,medium,medium,11.3,0,3.76,0,0,ai_triage,onboarding,training_gap,26.05,0.971
TKT-001839,ACC-0080,USR-00351,2025-09-03T08:00:00,phone,performance,high,high,22.37,1,2.08,0,0,ai_triage,performance,dashboard_latency,47.56,0.938
TKT-001840,ACC-0080,USR-00351,2025-09-19T18:00:00,chat,access,high,high,9.75,0,2.56,0,1,ai_triage,access,mfa_lockout,44.93,0.979
TKT-001841,ACC-0080,USR-00350,2025-09-21T13:00:00,chat,access,medium,medium,7.46,1,2.93,0,0,ai_triage,access,permission_setup,31.5,0.988
TKT-001842,ACC-0080,USR-00350,2025-09-27T13:00:00,web_form,bug,medium,medium,18.26,0,3.13,0,0,ai_triage,bug,notification_bug,30.65,0.956
TKT-001843,ACC-0080,USR-00351,2025-10-09T13:00:00,email,access,high,high,11.62,0,3.32,0,0,ai_triage,access,sso_role_mapping,37.02,0.986
TKT-001844,ACC-0080,USR-00350,2025-10-08T10:00:00,web_form,performance,high,high,32.59,0,2.63,0,0,ai_triage,performance,report_refresh,44.84,0.952
TKT-001845,ACC-0080,USR-00350,2025-10-03T14:00:00,email,onboarding,medium,medium,15.76,0,3.29,1,0,ai_triage,onboarding,setup_guidance,32.03,0.946
TKT-001846,ACC-0080,USR-00350,2025-10-23T14:00:00,email,feature_request,low,low,23.02,0,3.56,0,0,ai_triage,feature_request,custom_dashboard,22.0,0.832
TKT-001847,ACC-0080,USR-00351,2025-10-23T14:00:00,email,performance,high,high,26.11,0,2.52,0,0,ai_triage,performance,api_timeout,44.04,0.908
TKT-001848,ACC-0080,USR-00350,2025-11-09T11:00:00,web_form,onboarding,low,low,7.66,0,3.61,0,0,ai_triage,onboarding,setup_guidance,18.55,0.984
TKT-001849,ACC-0080,USR-00350,2025-11-24T18:00:00,email,feature_request,low,low,20.77,0,3.09,0,0,ai_triage,feature_request,custom_dashboard,23.88,0.82
TKT-001850,ACC-0080,USR-00351,2025-11-25T16:00:00,chat,bug,high,high,20.67,0,3.11,1,0,ai_triage,bug,data_sync_bug,42.66,0.874
TKT-001851,ACC-0080,USR-00351,2025-11-22T16:00:00,email,billing,low,low,5.38,0,2.93,0,0,ai_triage,billing,tax_setup,21.47,0.99
TKT-001852,ACC-0080,USR-00350,2025-12-09T16:00:00,email,access,high,high,9.15,0,3.74,0,0,ai_triage,access,sso_role_mapping,34.41,0.954
TKT-001853,ACC-0080,USR-00350,2026-02-14T17:00:00,web_form,onboarding,low,low,7.66,0,3.57,0,1,ai_triage,onboarding,import_mapping,23.25,0.926
TKT-001854,ACC-0080,USR-00350,2026-02-18T17:00:00,email,billing,high,high,9.76,0,3.1,0,0,ai_triage,billing,invoice_confusion,37.73,0.948
TKT-001855,ACC-0080,USR-00351,2026-03-10T12:00:00,chat,billing,low,low,5.89,0,3.06,0,0,ai_triage,billing,seat_true_up,20.93,0.949
TKT-001856,ACC-0080,USR-00350,2026-03-22T10:00:00,email,access,low,low,5.91,1,3.06,0,1,ai_triage,access,mfa_lockout,27.53,0.981
TKT-001857,ACC-0080,USR-00351,2026-03-09T13:00:00,web_form,access,medium,medium,7.94,0,3.43,0,0,ai_triage,access,sso_role_mapping,27.0,0.986
TKT-001858,ACC-0081,USR-00353,2025-01-15T09:00:00,web_form,billing,medium,medium,10.42,0,2.81,1,0,control,billing,invoice_confusion,33.32,0.974
TKT-001859,ACC-0081,USR-00352,2025-02-02T11:00:00,email,billing,medium,medium,6.16,0,3.33,0,0,control,billing,invoice_confusion,27.13,0.922
TKT-001860,ACC-0081,USR-00353,2025-03-03T18:00:00,email,billing,low,low,7.43,0,3.21,1,0,control,billing,tax_setup,23.2,0.977
TKT-001861,ACC-0081,USR-00352,2025-03-15T09:00:00,email,onboarding,low,low,9.27,0,4.01,0,0,control,onboarding,import_mapping,16.88,0.979
TKT-001862,ACC-0081,USR-00352,2025-03-07T11:00:00,email,account_management,medium,medium,13.53,1,3.46,0,0,control,account_management,contract_update,30.12,0.98
TKT-001863,ACC-0081,USR-00353,2025-03-19T15:00:00,phone,feature_request,high,high,37.07,0,3.52,0,0,control,feature_request,audit_log,41.32,0.984
TKT-001864,ACC-0081,USR-00353,2025-04-09T09:00:00,chat,billing,medium,medium,10.16,0,3.42,0,0,control,billing,seat_true_up,27.52,0.973
TKT-001865,ACC-0081,USR-00352,2025-04-26T15:00:00,email,onboarding,high,high,19.95,0,3.17,0,0,control,onboarding,workspace_configuration,39.51,0.985
TKT-001866,ACC-0081,USR-00353,2025-05-03T10:00:00,chat,account_management,medium,medium,12.27,0,3.26,0,0,control,account_management,contract_update,28.76,0.98
TKT-001867,ACC-0081,USR-00353,2025-05-08T08:00:00,email,performance,low,low,24.76,0,2.04,0,1,control,integration,integration_other,34.46,0.592
TKT-001868,ACC-0081,USR-00353,2025-05-26T13:00:00,phone,bug,critical,urgent,45.81,0,2.36,0,0,control,bug,filter_logic,55.24,0.963
TKT-001869,ACC-0081,USR-00353,2025-06-13T09:00:00,email,account_management,medium,medium,12.47,0,2.72,0,1,control,account_management,user_deactivation,36.0,0.918
TKT-001870,ACC-0081,USR-00353,2025-07-06T13:00:00,web_form,feature_request,low,low,27.06,0,3.54,0,0,control,feature_request,custom_dashboard,22.94,0.635
TKT-001871,ACC-0081,USR-00352,2025-07-13T17:00:00,email,onboarding,medium,medium,16.52,0,3.24,0,0,control,onboarding,workspace_configuration,29.74,0.979
TKT-001872,ACC-0081,USR-00353,2025-07-15T10:00:00,email,account_management,medium,medium,13.47,0,4.26,0,0,control,billing,seat_true_up,24.01,0.358
TKT-001873,ACC-0081,USR-00352,2025-08-15T13:00:00,email,onboarding,medium,medium,13.51,0,4.02,0,0,control,onboarding,workspace_configuration,25.21,0.981
TKT-001874,ACC-0081,USR-00353,2025-09-25T13:00:00,chat,performance,high,high,33.8,0,2.61,0,0,control,performance,report_refresh,45.19,0.902
TKT-001875,ACC-0081,USR-00352,2025-09-03T11:00:00,email,billing,medium,medium,9.11,0,2.1,0,1,control,billing,seat_true_up,38.4,0.979
TKT-001876,ACC-0081,USR-00352,2025-10-17T12:00:00,chat,onboarding,high,high,15.6,0,2.9,0,1,control,onboarding,setup_guidance,44.45,0.976
TKT-001877,ACC-0081,USR-00353,2025-10-19T16:00:00,email,feature_request,low,low,18.16,0,2.88,0,1,control,integration,integration_other,28.88,0.387
TKT-001878,ACC-0081,USR-00352,2025-11-04T18:00:00,chat,bug,high,high,30.05,0,2.84,0,0,control,bug,filter_logic,43.26,0.956
TKT-001879,ACC-0081,USR-00352,2025-11-19T18:00:00,email,onboarding,medium,medium,15.35,0,3.67,0,0,control,onboarding,import_mapping,27.35,0.984
TKT-001880,ACC-0081,USR-00352,2025-11-02T18:00:00,phone,billing,medium,medium,6.32,0,3.16,0,1,control,billing,tax_setup,32.52,0.979
TKT-001881,ACC-0081,USR-00353,2025-11-23T14:00:00,chat,onboarding,critical,urgent,25.62,0,3.45,0,0,control,onboarding,import_mapping,45.59,0.984
TKT-001882,ACC-0081,USR-00353,2025-11-20T08:00:00,chat,feature_request,low,low,27.06,0,3.72,0,0,control,feature_request,advanced_permissions,22.04,0.903
TKT-001883,ACC-0081,USR-00353,2025-11-14T09:00:00,chat,billing,low,low,6.31,0,3.64,0,0,control,billing,invoice_confusion,18.11,0.969
TKT-001884,ACC-0081,USR-00353,2026-01-11T13:00:00,email,performance,medium,medium,26.52,0,2.8,0,0,control,performance,report_refresh,34.02,0.586
TKT-001885,ACC-0081,USR-00352,2026-03-05T10:00:00,chat,bug,high,high,28.46,0,2.26,0,0,control,bug,report_export,45.83,0.938
TKT-001886,ACC-0082,USR-00355,2025-01-11T14:00:00,chat,performance,critical,urgent,56.15,1,2.82,0,0,ai_triage,performance,report_refresh,61.2,0.944
TKT-001887,ACC-0082,USR-00355,2025-02-18T15:00:00,phone,performance,low,low,21.71,0,2.28,0,1,ai_triage,performance,report_refresh,36.62,0.926
TKT-001888,ACC-0082,USR-00354,2025-02-18T08:00:00,email,billing,low,low,6.18,0,3.57,1,0,ai_triage,billing,invoice_confusion,25.14,0.98
TKT-001889,ACC-0082,USR-00355,2025-03-06T08:00:00,chat,onboarding,medium,medium,11.23,0,4.09,0,0,ai_triage,onboarding,import_mapping,28.39,0.979
TKT-001890,ACC-0082,USR-00355,2025-03-07T17:00:00,web_form,bug,high,high,23.61,0,2.74,0,0,ai_triage,bug,data_sync_bug,46.42,0.656
TKT-001891,ACC-0082,USR-00354,2025-04-03T14:00:00,email,feature_request,low,low,23.54,0,3.97,0,0,ai_triage,feature_request,bulk_actions,24.05,0.97
TKT-001892,ACC-0082,USR-00355,2025-04-08T09:00:00,chat,billing,medium,medium,7.85,0,3.19,0,0,ai_triage,billing,invoice_confusion,32.18,0.956
TKT-001893,ACC-0082,USR-00354,2025-07-17T09:00:00,web_form,access,high,high,9.18,0,3.23,0,0,ai_triage,access,permission_setup,40.96,0.957
TKT-001894,ACC-0082,USR-00355,2025-07-08T17:00:00,chat,performance,medium,medium,22.94,0,2.53,0,0,ai_triage,performance,dashboard_latency,38.63,0.946
TKT-001895,ACC-0082,USR-00354,2025-08-12T10:00:00,web_form,billing,high,high,14.76,0,3.68,0,0,ai_triage,billing,seat_true_up,39.88,0.976
TKT-001896,ACC-0082,USR-00355,2025-08-03T08:00:00,email,access,critical,urgent,11.13,1,3.44,0,0,ai_triage,access,permission_setup,48.72,0.981
TKT-001897,ACC-0082,USR-00354,2025-09-15T17:00:00,chat,account_management,critical,urgent,21.84,1,3.52,0,0,ai_triage,account_management,user_deactivation,50.55,0.597
TKT-001898,ACC-0082,USR-00355,2025-09-01T13:00:00,web_form,integration,high,high,36.42,0,3.49,0,0,ai_triage,integration,identity_provisioning,45.34,0.716
TKT-001899,ACC-0082,USR-00354,2025-10-24T09:00:00,web_form,billing,low,low,7.59,0,3.84,0,0,ai_triage,billing,invoice_confusion,21.38,0.959
TKT-001900,ACC-0082,USR-00355,2025-10-08T16:00:00,chat,performance,medium,medium,26.05,0,2.6,0,0,ai_triage,integration,integration_other,38.93,0.497
TKT-001901,ACC-0082,USR-00354,2025-11-08T12:00:00,web_form,billing,medium,medium,8.43,0,3.55,0,0,ai_triage,billing,seat_true_up,30.51,0.824
TKT-001902,ACC-0082,USR-00355,2025-11-12T15:00:00,email,bug,critical,urgent,33.3,1,2.32,0,0,ai_triage,bug,notification_bug,58.94,0.945
TKT-001903,ACC-0082,USR-00354,2025-11-02T17:00:00,chat,onboarding,medium,medium,13.78,0,3.51,0,0,ai_triage,onboarding,setup_guidance,31.82,0.962
TKT-001904,ACC-0082,USR-00355,2025-12-23T15:00:00,email,integration,critical,urgent,27.21,1,2.8,0,0,ai_triage,integration,identity_provisioning,55.27,0.593
TKT-001905,ACC-0082,USR-00355,2025-12-14T18:00:00,web_form,bug,medium,medium,19.92,0,2.86,0,0,ai_triage,bug,notification_bug,36.35,0.945
TKT-001906,ACC-0082,USR-00355,2025-12-10T14:00:00,web_form,bug,critical,urgent,29.17,0,2.91,0,0,ai_triage,bug,notification_bug,53.03,0.823
TKT-001907,ACC-0082,USR-00354,2026-01-27T09:00:00,web_form,billing,medium,medium,8.79,0,2.62,0,0,ai_triage,billing,tax_setup,35.23,0.981
TKT-001908,ACC-0082,USR-00355,2026-01-15T12:00:00,web_form,billing,medium,medium,12.4,0,3.54,0,0,ai_triage,billing,seat_true_up,31.38,0.891
