account_id,month,active_users,feature_a_usage,feature_b_usage,feature_c_usage,login_frequency,usage_drop_flag
ACC-0039,2025-10-01,81,530,297,256,4.29,0
ACC-0039,2025-11-01,77,489,253,372,4.94,0
ACC-0039,2025-12-01,93,724,234,131,3.92,0
ACC-0039,2026-01-01,89,555,379,342,3.4,0
ACC-0039,2026-02-01,99,645,433,280,5.17,0
ACC-0039,2026-03-01,97,819,336,360,4.16,0
ACC-0040,2025-09-01,17,122,65,17,2.1,0
ACC-0040,2025-10-01,19,149,106,46,3.3,0
ACC-0040,2025-11-01,17,110,56,57,5.77,0
ACC-0040,2025-12-01,19,123,58,63,4.25,0
ACC-0040,2026-01-01,19,133,68,48,3.19,0
ACC-0040,2026-02-01,21,134,105,49,4.1,0
ACC-0040,2026-03-01,18,132,61,39,4.2,1
ACC-0041,2025-08-01,26,120,101,75,3.94,0
ACC-0041,2025-09-01,25,166,99,47,4.17,0
ACC-0041,2025-10-01,27,144,102,46,4.86,0
ACC-0041,2025-11-01,29,161,121,53,3.48,0
ACC-0041,2025-12-01,25,133,129,52,4.53,0
ACC-0041,2026-01-01,27,198,88,67,4.24,0
ACC-0041,2026-02-01,33,237,119,94,5.7,0
ACC-0041,2026-03-01,26,144,101,58,3.97,1
ACC-0042,2025-01-01,23,185,68,54,4.93,0
ACC-0042,2025-02-01,25,135,75,58,3.67,0
ACC-0042,2025-03-01,25,123,118,63,4.33,0
ACC-0042,2025-04-01,27,162,95,59,4.07,0
ACC-0042,2025-05-01,25,139,62,54,4.45,0
ACC-0042,2025-06-01,25,195,141,72,5.17,0
ACC-0042,2025-07-01,24,201,133,71,4.69,0
ACC-0042,2025-08-01,24,154,91,67,3.7,0
ACC-0042,2025-09-01,25,97,136,59,4.52,0
ACC-0042,2025-10-01,27,184,141,48,5.88,0
ACC-0042,2025-11-01,26,174,136,47,4.0,0
ACC-0042,2025-12-01,25,111,113,69,5.58,0
ACC-0042,2026-01-01,22,181,80,49,3.34,0
ACC-0042,2026-02-01,23,159,73,66,3.74,0
ACC-0042,2026-03-01,23,136,100,53,4.22,0
ACC-0043,2025-01-01,238,1830,1145,587,4.25,0
ACC-0043,2025-02-01,261,1277,1105,703,4.05,0
ACC-0043,2025-03-01,248,1804,872,519,3.97,0
ACC-0043,2025-04-01,257,1259,1160,750,3.92,0
ACC-0043,2025-05-01,261,1506,1722,924,3.64,0
ACC-0043,2025-06-01,261,1732,1653,725,4.74,0
ACC-0043,2025-07-01,244,1986,1565,814,4.02,0
ACC-0043,2025-08-01,261,1644,1775,849,3.92,0
ACC-0043,2025-09-01,207,1069,1175,543,4.97,1
ACC-0043,2025-10-01,214,1661,635,987,3.9,1
ACC-0043,2025-11-01,220,1605,1187,857,4.56,0
ACC-0043,2025-12-01,252,2182,1517,487,6.03,0
ACC-0043,2026-01-01,250,2036,1287,985,3.72,0
ACC-0043,2026-02-01,261,1623,1748,915,4.86,0
ACC-0043,2026-03-01,226,1447,1250,758,4.87,0
ACC-0044,2025-06-01,15,98,75,24,4.61,0
ACC-0044,2025-07-01,14,76,61,56,4.93,0
ACC-0044,2025-08-01,15,111,71,47,3.71,0
ACC-0044,2025-09-01,14,103,56,34,3.02,0
ACC-0044,2025-10-01,15,88,65,61,3.28,0
ACC-0044,2025-11-01,14,88,61,56,3.27,0
ACC-0044,2025-12-01,17,129,67,52,4.49,0
ACC-0044,2026-01-01,18,128,81,45,4.89,0
ACC-0044,2026-02-01,19,127,55,59,4.34,0
ACC-0044,2026-03-01,16,97,47,58,4.32,1
ACC-0045,2025-08-01,19,130,77,52,3.93,0
ACC-0045,2025-09-01,21,118,77,52,4.3,0
ACC-0045,2025-10-01,21,126,80,81,3.66,0
ACC-0045,2025-11-01,24,228,106,41,4.79,0
ACC-0045,2025-12-01,22,164,86,49,5.33,0
ACC-0045,2026-01-01,25,189,111,56,4.63,0
ACC-0045,2026-02-01,26,172,144,76,4.35,0
ACC-0045,2026-03-01,25,166,77,60,4.35,0
ACC-0046,2025-05-01,6,41,24,17,4.66,0
ACC-0046,2025-06-01,7,34,38,16,4.14,0
ACC-0046,2025-07-01,6,35,32,19,4.51,1
ACC-0046,2025-08-01,7,50,29,16,4.44,0
ACC-0046,2025-09-01,7,47,29,19,3.77,0
ACC-0046,2025-10-01,8,44,29,17,3.45,0
ACC-0046,2025-11-01,8,43,28,24,3.8,0
ACC-0046,2025-12-01,7,37,33,20,4.72,0
ACC-0046,2026-01-01,8,52,29,16,5.1,0
ACC-0046,2026-02-01,8,45,33,17,3.41,0
ACC-0046,2026-03-01,7,42,23,11,3.11,0
ACC-0047,2025-05-01,32,205,108,116,4.15,0
ACC-0047,2025-06-01,33,207,114,108,3.32,0
ACC-0047,2025-07-01,31,169,149,91,4.94,0
ACC-0047,2025-08-01,34,195,149,136,5.37,0
ACC-0047,2025-09-01,30,255,116,119,3.54,0
ACC-0047,2025-10-01,31,121,99,109,3.28,0
ACC-0047,2025-11-01,31,232,114,78,3.87,0
ACC-0047,2025-12-01,33,210,137,98,5.37,0
ACC-0047,2026-01-01,35,281,114,113,5.03,0
ACC-0047,2026-02-01,39,235,177,136,3.82,0
ACC-0047,2026-03-01,38,324,170,136,4.67,0
ACC-0048,2025-09-01,17,119,55,36,5.71,0
ACC-0048,2025-10-01,18,102,90,35,3.89,0
ACC-0048,2025-11-01,20,130,57,55,3.92,0
ACC-0048,2025-12-01,21,122,103,72,3.6,0
ACC-0048,2026-01-01,21,145,71,55,4.04,0
ACC-0048,2026-02-01,20,131,83,51,3.78,0
ACC-0048,2026-03-01,20,127,81,44,4.43,0
ACC-0049,2025-05-01,13,74,50,25,5.34,0
ACC-0049,2025-06-01,15,100,55,36,3.35,0
ACC-0049,2025-07-01,14,76,54,14,3.41,0
ACC-0049,2025-08-01,18,133,92,58,4.67,0
ACC-0049,2025-09-01,16,85,80,39,5.95,0
ACC-0049,2025-10-01,16,138,63,51,5.39,0
ACC-0049,2025-11-01,16,95,52,28,4.67,0
ACC-0049,2025-12-01,15,98,68,21,5.1,0
ACC-0049,2026-01-01,16,113,73,51,4.13,0
ACC-0049,2026-02-01,15,98,63,28,4.3,0
ACC-0049,2026-03-01,16,80,74,34,3.92,0
ACC-0050,2025-01-01,77,605,313,250,3.89,0
ACC-0050,2025-02-01,82,654,378,301,4.62,0
ACC-0050,2025-03-01,73,404,287,196,3.45,0
ACC-0050,2025-04-01,70,351,272,220,3.64,0
ACC-0050,2025-05-01,80,481,397,246,4.69,0
ACC-0050,2025-06-01,80,396,322,186,4.12,0
ACC-0050,2025-07-01,71,491,214,227,4.6,0
ACC-0050,2025-08-01,84,475,345,279,5.28,0
ACC-0050,2025-09-01,59,324,374,177,2.88,1
ACC-0050,2025-10-01,63,217,270,237,3.56,0
ACC-0050,2025-11-01,63,473,170,143,4.04,0
ACC-0050,2025-12-01,71,438,219,237,4.1,0
ACC-0050,2026-01-01,82,551,349,179,4.54,0
ACC-0050,2026-02-01,78,492,385,210,5.15,0
ACC-0050,2026-03-01,86,630,285,143,4.96,0
ACC-0051,2025-01-01,21,119,105,42,3.9,0
ACC-0051,2025-02-01,21,110,84,64,4.35,0
ACC-0051,2025-03-01,25,193,102,30,3.43,0
ACC-0051,2025-04-01,24,115,92,63,5.23,0
ACC-0051,2025-05-01,23,133,93,61,4.09,0
ACC-0051,2025-06-01,25,140,104,67,3.92,0
ACC-0051,2025-07-01,23,153,108,59,4.46,0
ACC-0051,2025-08-01,23,133,116,64,3.48,0
ACC-0051,2025-09-01,24,93,87,71,4.11,0
ACC-0051,2025-10-01,24,76,90,63,4.53,0
ACC-0051,2025-11-01,25,156,99,43,4.06,0
ACC-0051,2025-12-01,20,89,64,66,4.01,1
ACC-0051,2026-01-01,24,142,64,71,2.68,0
ACC-0051,2026-02-01,23,148,98,47,2.91,0
ACC-0051,2026-03-01,22,124,76,66,3.35,0
ACC-0052,2025-05-01,13,86,63,31,4.75,0
ACC-0052,2025-06-01,13,90,37,13,4.46,0
ACC-0052,2025-07-01,12,84,44,39,3.88,0
ACC-0052,2025-08-01,15,107,82,34,3.74,0
ACC-0052,2025-09-01,13,106,57,35,6.2,0
ACC-0052,2025-10-01,15,76,59,28,3.92,0
ACC-0052,2025-11-01,14,81,41,46,4.41,0
ACC-0052,2025-12-01,14,102,62,36,4.68,0
ACC-0052,2026-01-01,15,108,70,38,4.05,0
ACC-0052,2026-02-01,16,95,70,42,3.77,0
ACC-0052,2026-03-01,14,85,51,23,3.74,0
ACC-0053,2025-01-01,6,47,27,6,4.65,0
ACC-0053,2025-02-01,5,34,20,11,4.13,1
ACC-0053,2025-03-01,6,47,24,17,4.86,0
ACC-0053,2025-04-01,6,27,29,13,4.7,0
ACC-0053,2025-05-01,5,25,28,9,5.0,1
ACC-0053,2025-06-01,6,36,24,10,4.19,0
ACC-0053,2025-07-01,5,30,24,12,3.16,1
ACC-0053,2025-08-01,6,38,21,17,4.08,0
ACC-0053,2025-09-01,5,42,20,11,3.92,1
ACC-0053,2025-10-01,6,35,17,12,5.13,0
ACC-0053,2025-11-01,6,37,31,17,4.01,0
ACC-0053,2025-12-01,5,34,17,12,4.42,1
ACC-0053,2026-01-01,5,31,19,14,2.91,0
ACC-0053,2026-02-01,5,29,24,11,5.46,0
ACC-0053,2026-03-01,6,36,25,13,4.8,0
ACC-0054,2025-01-01,27,151,120,85,2.66,0
ACC-0054,2025-02-01,32,203,82,27,3.13,0
ACC-0054,2025-03-01,29,186,133,63,3.42,0
ACC-0054,2025-04-01,29,189,124,59,4.83,0
ACC-0054,2025-05-01,28,155,102,85,4.11,0
ACC-0054,2025-06-01,28,210,162,72,5.06,0
ACC-0054,2025-07-01,29,169,119,51,4.06,0
ACC-0054,2025-08-01,28,169,98,64,4.57,0
ACC-0054,2025-09-01,29,129,101,47,4.37,0
ACC-0054,2025-10-01,30,203,104,78,3.87,0
ACC-0054,2025-11-01,27,197,128,81,3.77,0
ACC-0054,2025-12-01,29,172,134,63,4.04,0
ACC-0054,2026-01-01,25,154,104,56,5.43,0
ACC-0054,2026-02-01,27,158,91,58,4.92,0
ACC-0054,2026-03-01,32,183,112,59,5.11,0
ACC-0055,2025-01-01,117,746,349,267,4.32,0
ACC-0055,2025-02-01,113,477,434,489,4.05,0
ACC-0055,2025-03-01,119,858,384,356,4.11,0
ACC-0055,2025-04-01,103,559,546,259,4.95,0
ACC-0055,2025-05-01,107,692,486,297,4.6,0
ACC-0055,2025-06-01,96,670,204,291,4.8,0
ACC-0055,2025-07-01,107,542,338,290,4.33,0
ACC-0055,2025-08-01,96,622,417,288,4.57,0
ACC-0055,2025-09-01,91,537,232,299,3.53,0
ACC-0055,2025-10-01,87,611,455,276,4.59,0
ACC-0055,2025-11-01,82,555,332,332,3.82,0
ACC-0055,2025-12-01,101,774,406,244,5.99,0
ACC-0055,2026-01-01,102,655,446,345,4.07,0
ACC-0055,2026-02-01,108,674,346,508,4.05,0
ACC-0055,2026-03-01,113,692,431,325,3.12,0
ACC-0056,2025-12-01,5,30,25,8,3.8,0
ACC-0056,2026-01-01,5,40,17,13,4.88,0
ACC-0056,2026-02-01,6,29,18,17,3.32,0
ACC-0056,2026-03-01,7,46,30,18,3.55,0
ACC-0057,2025-10-01,25,182,89,24,4.65,0
ACC-0057,2025-11-01,25,175,130,62,4.9,0
ACC-0057,2025-12-01,25,206,81,61,4.67,0
ACC-0057,2026-01-01,30,233,112,108,5.69,0
ACC-0057,2026-02-01,31,220,156,56,3.28,0
ACC-0057,2026-03-01,33,224,129,81,2.53,0
ACC-0058,2025-10-01,37,209,178,144,4.6,0
ACC-0058,2025-11-01,38,184,173,138,5.07,0
ACC-0058,2025-12-01,48,222,181,128,4.32,0
ACC-0058,2026-01-01,52,324,255,126,3.47,0
ACC-0058,2026-02-01,49,299,152,155,4.08,0
ACC-0058,2026-03-01,49,365,198,193,4.06,0
ACC-0059,2025-01-01,341,2005,1745,1261,3.91,0
ACC-0059,2025-02-01,352,1973,2070,983,4.8,0
ACC-0059,2025-03-01,343,2803,1361,743,3.77,0
ACC-0059,2025-04-01,313,1558,1797,1000,3.86,0
ACC-0059,2025-05-01,334,1951,2262,896,3.27,0
ACC-0059,2025-06-01,358,2242,2563,1013,4.79,0
ACC-0059,2025-07-01,342,2026,1497,1271,4.6,0
ACC-0059,2025-08-01,313,1645,810,1132,4.02,0
ACC-0059,2025-09-01,278,1289,1118,796,3.73,0
ACC-0059,2025-10-01,290,2609,1480,1154,3.62,0
ACC-0059,2025-11-01,274,1299,1407,727,2.83,1
ACC-0059,2025-12-01,311,1461,1872,836,4.96,0
ACC-0059,2026-01-01,327,1930,1787,1182,4.74,0
ACC-0059,2026-02-01,340,2407,1995,1135,4.1,0
ACC-0059,2026-03-01,312,2233,1611,908,5.09,0
ACC-0060,2025-01-01,25,207,102,66,3.92,0
ACC-0060,2025-02-01,25,158,109,70,4.06,0
ACC-0060,2025-03-01,24,115,137,45,5.2,0
ACC-0060,2025-04-01,26,163,119,53,5.31,0
ACC-0060,2025-05-01,28,196,108,79,5.31,0
ACC-0060,2025-06-01,27,226,97,78,4.54,0
ACC-0060,2025-07-01,24,161,98,48,4.45,0
ACC-0060,2025-08-01,28,179,113,67,3.94,0
ACC-0060,2025-09-01,28,162,174,47,3.79,0
ACC-0060,2025-10-01,27,236,82,73,4.37,0
ACC-0060,2025-11-01,28,220,142,62,4.34,0
ACC-0060,2025-12-01,23,152,79,54,3.02,1
ACC-0060,2026-01-01,28,129,118,50,3.61,0
ACC-0060,2026-02-01,29,207,145,96,3.66,0
ACC-0060,2026-03-01,30,146,140,66,3.55,0
ACC-0061,2025-01-01,11,82,53,28,4.29,0
ACC-0061,2025-02-01,11,75,49,28,4.79,0
ACC-0061,2025-03-01,9,57,26,23,5.35,1
ACC-0061,2025-04-01,10,66,47,13,3.83,0
ACC-0061,2025-05-01,11,36,36,33,4.9,0
ACC-0061,2025-06-01,11,82,46,30,3.98,0
ACC-0061,2025-07-01,10,58,51,32,5.17,0
ACC-0061,2025-08-01,10,54,51,27,4.43,0
ACC-0061,2025-09-01,10,69,32,28,5.17,0
ACC-0061,2025-10-01,11,80,32,28,5.7,0
ACC-0061,2025-11-01,10,64,52,28,5.94,0
ACC-0061,2025-12-01,9,48,45,16,4.06,0
ACC-0061,2026-01-01,10,76,45,27,3.92,0
ACC-0061,2026-02-01,11,104,51,27,3.29,0
ACC-0061,2026-03-01,10,62,36,24,5.44,0
ACC-0062,2025-01-01,162,1024,633,670,4.17,0
ACC-0062,2025-02-01,135,983,830,202,3.62,1
ACC-0062,2025-03-01,149,1088,686,390,4.71,0
ACC-0062,2025-04-01,146,1036,585,328,4.73,0
ACC-0062,2025-05-01,153,1149,702,404,5.15,0
ACC-0062,2025-06-01,137,1079,882,520,3.72,0
ACC-0062,2025-07-01,134,840,512,338,4.65,0
ACC-0062,2025-08-01,156,833,903,548,5.26,0
ACC-0062,2025-09-01,127,973,711,493,3.3,1
ACC-0062,2025-10-01,123,766,683,448,4.47,0
ACC-0062,2025-11-01,118,909,645,293,4.06,1
ACC-0062,2025-12-01,142,892,645,611,3.39,0
ACC-0062,2026-01-01,157,1398,973,498,3.41,0
ACC-0062,2026-02-01,138,834,611,372,3.97,0
ACC-0062,2026-03-01,149,1048,578,405,4.09,0
ACC-0063,2025-06-01,328,2794,1756,679,4.49,0
ACC-0063,2025-07-01,322,2048,1258,1426,3.45,0
ACC-0063,2025-08-01,345,2318,1975,1516,4.59,0
ACC-0063,2025-09-01,299,2307,1342,991,3.29,0
ACC-0063,2025-10-01,310,2140,1060,1099,3.63,0
ACC-0063,2025-11-01,303,1594,1575,775,5.09,0
ACC-0063,2025-12-01,352,2517,1450,808,4.49,0
ACC-0063,2026-01-01,353,1867,2103,1259,3.32,0
ACC-0063,2026-02-01,363,1998,2505,1391,3.91,0
ACC-0063,2026-03-01,391,1958,1740,1279,4.52,0
ACC-0064,2025-10-01,277,1876,1441,854,3.99,0
ACC-0064,2025-11-01,283,1967,1506,672,3.5,0
ACC-0064,2025-12-01,348,2320,1640,1168,3.4,0
ACC-0064,2026-01-01,417,2796,1857,1285,3.83,0
ACC-0064,2026-02-01,417,2617,2201,1501,3.68,0
ACC-0064,2026-03-01,391,2659,1395,1320,4.17,0
ACC-0065,2025-01-01,5,32,21,15,3.37,0
ACC-0065,2025-02-01,5,36,22,13,6.13,0
ACC-0065,2025-03-01,6,46,23,11,3.98,0
ACC-0065,2025-04-01,6,41,26,14,3.94,0
ACC-0065,2025-05-01,5,36,23,9,4.73,1
ACC-0065,2025-06-01,5,35,19,16,3.91,0
ACC-0065,2025-07-01,5,35,17,11,4.01,0
ACC-0065,2025-08-01,5,30,24,10,4.6,0
ACC-0065,2025-09-01,6,29,27,10,4.64,0
ACC-0065,2025-10-01,5,32,15,12,4.85,1
ACC-0065,2025-11-01,5,29,22,13,2.5,0
ACC-0065,2025-12-01,6,42,27,14,2.9,0
ACC-0065,2026-01-01,6,35,27,14,4.37,0
ACC-0065,2026-02-01,5,37,15,17,5.77,1
ACC-0065,2026-03-01,6,47,24,18,4.13,0
ACC-0066,2025-01-01,14,114,70,34,3.34,0
ACC-0066,2025-02-01,15,67,72,24,4.4,0
ACC-0066,2025-03-01,14,69,60,31,4.79,0
ACC-0066,2025-04-01,14,79,30,17,5.46,0
ACC-0066,2025-05-01,17,112,58,39,4.81,0
ACC-0066,2025-06-01,15,101,61,32,3.83,0
ACC-0066,2025-07-01,14,75,62,31,4.29,0
ACC-0066,2025-08-01,16,101,77,24,3.87,0
ACC-0066,2025-09-01,15,129,37,35,5.22,0
ACC-0066,2025-10-01,14,87,61,35,5.3,0
ACC-0066,2025-11-01,15,119,57,31,4.04,0
ACC-0066,2025-12-01,13,91,49,27,4.55,0
ACC-0066,2026-01-01,14,102,52,43,3.93,0
ACC-0066,2026-02-01,16,107,75,40,3.04,0
ACC-0066,2026-03-01,16,102,75,45,3.66,0
ACC-0067,2025-08-01,447,3227,2155,1723,4.08,0
ACC-0067,2025-09-01,411,2862,2223,1207,4.36,0
ACC-0067,2025-10-01,386,2734,1995,1268,5.41,0
ACC-0067,2025-11-01,442,2977,1955,1360,4.42,0
ACC-0067,2025-12-01,527,2782,3215,1653,3.51,0
ACC-0067,2026-01-01,580,4703,3125,2143,4.74,0
ACC-0067,2026-02-01,582,4249,2210,2681,4.95,0
ACC-0067,2026-03-01,520,2791,2927,1562,4.43,0
ACC-0068,2025-03-01,25,146,80,67,3.83,0
ACC-0068,2025-04-01,24,120,93,68,4.62,0
ACC-0068,2025-05-01,23,119,94,63,4.48,0
ACC-0068,2025-06-01,26,177,137,67,3.06,0
ACC-0068,2025-07-01,26,227,79,64,4.04,0
ACC-0068,2025-08-01,27,181,135,68,5.09,0
ACC-0068,2025-09-01,27,165,96,40,4.39,0
ACC-0068,2025-10-01,31,217,144,70,4.03,0
ACC-0068,2025-11-01,29,252,153,85,4.22,0
ACC-0068,2025-12-01,26,147,76,48,4.23,0
ACC-0068,2026-01-01,27,131,109,62,3.38,0
ACC-0068,2026-02-01,27,165,97,80,2.87,0
ACC-0068,2026-03-01,24,156,100,64,3.82,0
ACC-0069,2025-01-01,32,207,119,137,3.97,0
ACC-0069,2025-02-01,33,304,130,118,4.65,0
ACC-0069,2025-03-01,35,238,148,114,3.8,0
ACC-0069,2025-04-01,34,296,172,116,4.8,0
ACC-0069,2025-05-01,32,198,155,135,3.66,0
ACC-0069,2025-06-01,32,284,133,143,4.34,0
ACC-0069,2025-07-01,32,197,155,132,3.48,0
ACC-0069,2025-08-01,33,247,131,94,4.91,0
ACC-0069,2025-09-01,29,174,123,68,3.57,0
ACC-0069,2025-10-01,28,182,93,75,3.45,0
ACC-0069,2025-11-01,28,121,92,53,4.49,0
ACC-0069,2025-12-01,28,182,151,122,2.94,0
ACC-0069,2026-01-01,34,184,106,106,5.06,0
ACC-0069,2026-02-01,35,199,163,57,3.67,0
ACC-0069,2026-03-01,32,210,126,99,4.08,0
ACC-0070,2025-03-01,6,42,25,14,4.48,0
ACC-0070,2025-04-01,6,35,24,18,3.43,0
ACC-0070,2025-05-01,7,35,26,13,5.73,0
ACC-0070,2025-06-01,7,41,26,17,3.97,0
ACC-0070,2025-07-01,6,19,24,14,4.93,1
ACC-0070,2025-08-01,7,44,33,13,4.74,0
ACC-0070,2025-09-01,7,36,27,22,4.33,0
ACC-0070,2025-10-01,7,39,34,14,4.36,0
ACC-0070,2025-11-01,7,50,30,14,4.82,0
ACC-0070,2025-12-01,7,41,18,18,3.97,0
ACC-0070,2026-01-01,7,49,26,16,4.13,0
ACC-0070,2026-02-01,7,45,21,12,4.3,0
ACC-0070,2026-03-01,6,28,27,17,3.94,1
ACC-0071,2025-07-01,20,134,91,56,2.38,0
ACC-0071,2025-08-01,21,148,79,52,4.73,0
ACC-0071,2025-09-01,21,171,105,50,4.06,0
ACC-0071,2025-10-01,20,122,60,52,4.31,0
ACC-0071,2025-11-01,25,200,101,92,4.36,0
ACC-0071,2025-12-01,21,123,79,58,3.54,1
ACC-0071,2026-01-01,24,151,89,70,4.65,0
ACC-0071,2026-02-01,26,159,131,45,3.23,0
ACC-0071,2026-03-01,22,143,111,47,3.87,1
ACC-0072,2025-01-01,14,99,52,30,3.26,0
ACC-0072,2025-02-01,14,109,58,28,5.07,0
ACC-0072,2025-03-01,14,112,73,35,3.15,0
ACC-0072,2025-04-01,16,110,61,47,4.69,0
ACC-0072,2025-05-01,15,86,65,27,4.67,0
ACC-0072,2025-06-01,14,95,55,32,3.59,0
ACC-0072,2025-07-01,14,113,51,39,4.5,0
ACC-0072,2025-08-01,14,67,42,28,2.7,0
ACC-0072,2025-09-01,15,103,61,19,2.92,0
ACC-0072,2025-10-01,14,121,49,41,3.86,0
ACC-0072,2025-11-01,14,109,53,29,5.19,0
ACC-0072,2025-12-01,13,100,46,42,4.39,0
ACC-0072,2026-01-01,14,93,51,34,3.89,0
ACC-0072,2026-02-01,15,94,43,23,2.99,0
ACC-0072,2026-03-01,15,78,65,38,4.15,0
ACC-0073,2025-01-01,68,453,131,202,4.5,0
ACC-0073,2025-02-01,73,609,219,215,3.1,0
ACC-0073,2025-03-01,72,548,315,238,5.17,0
ACC-0073,2025-04-01,71,551,317,209,4.74,0
ACC-0073,2025-05-01,70,440,267,279,5.36,0
ACC-0073,2025-06-01,63,391,275,223,3.83,0
ACC-0073,2025-07-01,69,480,312,305,3.89,0
ACC-0073,2025-08-01,66,338,261,142,4.72,0
ACC-0073,2025-09-01,56,346,225,209,3.4,1
ACC-0073,2025-10-01,55,399,147,202,3.03,0
ACC-0073,2025-11-01,54,281,283,129,3.04,0
ACC-0073,2025-12-01,63,380,182,224,2.81,0
ACC-0073,2026-01-01,62,363,293,254,4.97,0
ACC-0073,2026-02-01,66,252,291,279,5.06,0
ACC-0073,2026-03-01,68,353,250,309,3.21,0
ACC-0074,2025-01-01,428,3225,2008,1015,5.27,0
ACC-0074,2025-02-01,473,2875,1881,2191,4.18,0
ACC-0074,2025-03-01,499,3734,2296,1417,5.21,0
ACC-0074,2025-04-01,501,2222,2842,1560,3.48,0
ACC-0074,2025-05-01,467,2342,2175,1233,3.85,0
ACC-0074,2025-06-01,458,2465,3067,1623,5.46,0
ACC-0074,2025-07-01,428,2523,2945,1196,4.08,0
ACC-0074,2025-08-01,480,2466,2801,1732,5.09,0
ACC-0074,2025-09-01,397,3148,1990,1030,5.68,1
ACC-0074,2025-10-01,345,2456,2327,1149,4.9,0
ACC-0074,2025-11-01,366,1624,2161,774,3.31,0
ACC-0074,2025-12-01,460,2909,2618,1645,4.05,0
ACC-0074,2026-01-01,430,3062,2466,1645,4.42,0
ACC-0074,2026-02-01,428,3107,2192,1224,3.99,0
ACC-0074,2026-03-01,441,3297,1633,1104,3.97,0
ACC-0075,2025-06-01,24,183,66,77,5.14,0
ACC-0075,2025-07-01,19,70,76,58,5.31,1
ACC-0075,2025-08-01,21,176,48,47,3.91,0
ACC-0075,2025-09-01,27,214,131,46,4.8,0
ACC-0075,2025-10-01,26,121,63,79,4.07,0
ACC-0075,2025-11-01,23,144,100,56,3.11,0
ACC-0075,2025-12-01,26,197,99,60,4.45,0
ACC-0075,2026-01-01,23,157,69,56,3.38,0
ACC-0075,2026-02-01,23,191,95,59,2.79,0
ACC-0075,2026-03-01,24,168,102,31,4.34,0
ACC-0076,2025-01-01,13,102,46,16,3.5,0
ACC-0076,2025-02-01,12,87,23,26,5.2,0
ACC-0076,2025-03-01,13,97,36,21,5.21,0
ACC-0076,2025-04-01,13,85,41,32,3.4,0
ACC-0076,2025-05-01,14,133,62,29,2.43,0
ACC-0076,2025-06-01,11,90,36,24,4.66,1
ACC-0076,2025-07-01,13,81,49,32,3.76,0
ACC-0076,2025-08-01,12,83,50,43,4.51,0
ACC-0076,2025-09-01,14,74,63,28,4.48,0
ACC-0076,2025-10-01,13,85,78,42,5.02,0
ACC-0076,2025-11-01,13,109,38,42,3.51,0
ACC-0076,2025-12-01,12,85,61,21,3.84,0
ACC-0076,2026-01-01,13,81,62,56,4.49,0
ACC-0076,2026-02-01,12,60,46,23,4.53,0
ACC-0076,2026-03-01,13,77,73,26,4.12,0
ACC-0077,2025-11-01,24,179,122,83,4.94,0
ACC-0077,2025-12-01,26,195,125,110,3.03,0
ACC-0077,2026-01-01,27,199,53,95,4.94,0
ACC-0077,2026-02-01,31,186,100,87,3.86,0
ACC-0077,2026-03-01,31,176,120,93,5.51,0
ACC-0078,2025-01-01,105,722,382,292,3.01,0
ACC-0078,2025-02-01,97,501,411,383,2.95,0
ACC-0078,2025-03-01,104,519,404,411,3.89,0
ACC-0078,2025-04-01,107,866,477,285,4.31,0
ACC-0078,2025-05-01,102,710,460,228,4.32,0
ACC-0078,2025-06-01,106,752,505,374,3.99,0
ACC-0078,2025-07-01,106,587,322,106,4.15,0
ACC-0078,2025-08-01,102,707,257,280,4.53,0
ACC-0078,2025-09-01,82,569,299,260,4.62,1
ACC-0078,2025-10-01,93,613,320,267,4.65,0
ACC-0078,2025-11-01,82,516,310,256,3.49,0
ACC-0078,2025-12-01,89,629,433,173,4.46,0
ACC-0078,2026-01-01,114,815,429,289,4.26,0
ACC-0078,2026-02-01,109,719,431,266,4.5,0
ACC-0078,2026-03-01,110,739,460,481,3.76,0
ACC-0079,2025-01-01,87,495,433,353,3.99,0
ACC-0079,2025-02-01,89,624,302,261,4.99,0
ACC-0079,2025-03-01,86,458,343,287,3.84,0
ACC-0079,2025-04-01,105,709,425,423,3.94,0
ACC-0079,2025-05-01,98,457,366,385,5.3,0
ACC-0079,2025-06-01,88,485,400,243,4.01,0
ACC-0079,2025-07-01,91,537,230,208,4.21,0
ACC-0079,2025-08-01,82,506,244,356,5.72,0
ACC-0079,2025-09-01,71,481,236,211,5.46,0
ACC-0079,2025-10-01,74,457,247,296,2.1,0
ACC-0079,2025-11-01,74,477,264,281,5.04,0
ACC-0079,2025-12-01,79,695,233,324,4.3,0
ACC-0079,2026-01-01,90,544,366,301,3.56,0
ACC-0079,2026-02-01,91,514,284,239,3.4,0
ACC-0079,2026-03-01,90,627,377,412,2.65,0
ACC-0080,2025-05-01,8,52,38,22,4.08,0
ACC-0080,2025-06-01,8,45,36,11,4.74,0
ACC-0080,2025-07-01,7,41,27,16,5.11,0
ACC-0080,2025-08-01,11,86,40,31,4.67,0
ACC-0080,2025-09-01,9,46,36,25,3.07,1
ACC-0080,2025-10-01,9,64,37,28,3.21,0
ACC-0080,2025-11-01,10,48,24,24,3.41,0
ACC-0080,2025-12-01,9,57,35,17,4.5,0
ACC-0080,2026-01-01,9,69,35,17,3.02,0
ACC-0080,2026-02-01,9,45,27,24,2.96,0
ACC-0080,2026-03-01,10,66,40,18,4.74,0
